,Link to PDF,Dates of Breach,Name of Entity,State Reported
1136,https://www.doj.nh.gov/consumer/security-breaches/documents/inogen-20180413.pdf,"April 13, 2018","Inogen, Inc., ",New Hampshire
1137,https://www.doj.nh.gov/consumer/security-breaches/documents/inova-health-20181105.pdf,"November 05, 2018","Inova Health System, ",New Hampshire
1138,https://www.doj.nh.gov/consumer/security-breaches/documents/inova-health-system-20130307.pdf,"March 07, 2013","Inova Health System, ",New Hampshire
1139,https://www.doj.nh.gov/consumer/security-breaches/documents/inovis-20100615.pdf,"June 15, 2010","Inovis, ",New Hampshire
1140,https://www.doj.nh.gov/consumer/security-breaches/documents/inspire-home-loans-20180209.pdf,"February 09, 2018","Inspire Home Loans Inc., ",New Hampshire
1141,https://www.doj.nh.gov/consumer/security-breaches/documents/inspired-by-20171207.pdf,"December 07, 2017","Inspired by…Inc. dba MFTstamps.com (MFT), ",New Hampshire
1142,https://www.doj.nh.gov/consumer/security-breaches/documents/institute-financial-markets-20150512.pdf,"May 12, 2015","Institute for Financial Markets, The, ",New Hampshire
1143,https://www.doj.nh.gov/consumer/security-breaches/documents/institute-supply-management-20180403.pdf,"April 03, 2018","Institute for Supply Management (ISM), ",New Hampshire
1144,https://www.doj.nh.gov/consumer/security-breaches/documents/integrated-practice-20180522.pdf,"May 22, 2018","Integrated Practice Solutions, Inc., ",New Hampshire
1145,https://www.doj.nh.gov/consumer/security-breaches/documents/integrity-transitional-20161014.pdf,"October 14, 2016","Integrity Transitional Hospital, ",New Hampshire
1146,https://www.doj.nh.gov/consumer/security-breaches/documents/intercontinental-hotels-20170414.pdf,"April 14, 2017","InterContinental Hotels Group, ",New Hampshire
1147,https://www.doj.nh.gov/consumer/security-breaches/documents/inter-continental-hotels-20130830.pdf,"August 30, 2013","Inter-Continental Hotels Corporation, ",New Hampshire
1148,https://www.doj.nh.gov/consumer/security-breaches/documents/interactive-financial-20080818.pdf,"August 18, 2008","Interactive Financial, ",New Hampshire
1149,https://www.doj.nh.gov/consumer/security-breaches/documents/interbank-fx-20080409.pdf,"April 09, 2008","Interbank FX, LLC, ",New Hampshire
1150,https://www.doj.nh.gov/consumer/security-breaches/documents/intergraph-20070716.pdf,"July 16, 2007","Intergraph, ",New Hampshire
1151,https://www.doj.nh.gov/consumer/security-breaches/documents/intermountain-20170222.pdf,"February 22, 2017","InterMountain Management, LLC, ",New Hampshire
1152,https://www.doj.nh.gov/consumer/security-breaches/documents/international-checkout-20111123.pdf,"November 23, 2011","International Checkout, ",New Hampshire
1153,https://www.doj.nh.gov/consumer/security-breaches/documents/international-code-council-20170127.pdf,"January 27, 2017","International Code Council, ",New Hampshire
1154,https://www.doj.nh.gov/consumer/security-breaches/documents/international-council-shopping-20171016.pdf,"October 16, 2017","International Council of Shopping Centers, ",New Hampshire
1155,https://www.doj.nh.gov/consumer/security-breaches/documents/international-council-shopping-20170915.pdf,"September 15, 2017","International Council of Shopping Centers, ",New Hampshire
1156,https://www.doj.nh.gov/consumer/security-breaches/documents/international-mission-20180706.pdf,July 06 2018,"International Mission Board, ",New Hampshire
1157,https://www.doj.nh.gov/consumer/security-breaches/documents/isee-20181026.pdf,"October 26, 2018","International Society of Explosives Engineers (""ISEE""), ",New Hampshire
1158,https://www.doj.nh.gov/consumer/security-breaches/documents/international-sos-20131024.pdf,"October 24, 2013","International SOS Assistance, Inc., ",New Hampshire
1159,https://www.doj.nh.gov/consumer/security-breaches/documents/internet-chess-club-20160719.pdf,"July 19, 2016","Internet Chess Club, ",New Hampshire
1160,https://www.doj.nh.gov/consumer/security-breaches/documents/interpublic-group-20070125.pdf,"January 25, 2007","Interpublic Group, Towers Perrin, The, ",New Hampshire
1161,https://www.doj.nh.gov/consumer/security-breaches/documents/interstate-plastics-20180306.pdf,"March 06, 2018","Interstate Plastics, Inc., ",New Hampshire
1162,https://www.doj.nh.gov/consumer/security-breaches/documents/interstate-plastics-20171027.pdf,"October 27, 2017","Interstate Plastics, Inc., ",New Hampshire
1163,https://www.doj.nh.gov/consumer/security-breaches/documents/interval-20180405.pdf,"April 05, 2018","Interval International, Inc., ",New Hampshire
1164,https://www.doj.nh.gov/consumer/security-breaches/documents/intest-20170313.pdf,"March 13, 2017","inTEST Corporation, ",New Hampshire
1165,https://www.doj.nh.gov/consumer/security-breaches/documents/intex-20170222.pdf,"February 22, 2017","Intex Recreation Corp., ",New Hampshire
1166,https://www.doj.nh.gov/consumer/security-breaches/documents/intimacy-management-20150603.pdf,"June 03, 2015","Intimacy Management Company, ",New Hampshire
1167,https://www.doj.nh.gov/consumer/security-breaches/documents/intouch-credit-union-20171108.pdf,"November 08, 2017","InTouch Credit Union, ",New Hampshire
1168,https://www.doj.nh.gov/consumer/security-breaches/documents/intuit-20180404.pdf,"April 04, 2018","Intuit, Inc., ",New Hampshire
1169,https://www.doj.nh.gov/consumer/security-breaches/documents/intuit-20180314.pdf,"March 14, 2018","Intuit, Inc., ",New Hampshire
1170,https://www.doj.nh.gov/consumer/security-breaches/documents/intuit-20180305.pdf,March 05 2018,"Intuit, Inc., ",New Hampshire
1171,https://www.doj.nh.gov/consumer/security-breaches/documents/intuit-20180209.pdf,"February 09, 2018","Intuit, Inc., ",New Hampshire
1172,https://www.doj.nh.gov/consumer/security-breaches/documents/intuit-20170815.pdf,"August 15, 2017","Intuit, Inc., ",New Hampshire
1173,https://www.doj.nh.gov/consumer/security-breaches/documents/intuit-20170613.pdf,"June 13, 2017","Intuit, Inc., ",New Hampshire
1174,https://www.doj.nh.gov/consumer/security-breaches/documents/intuit-20170505.pdf,"May 05, 2017","Intuit, Inc., ",New Hampshire
1175,https://www.doj.nh.gov/consumer/security-breaches/documents/intuit-20170317.pdf,"March 17, 2017","Intuit, Inc., ",New Hampshire
1176,https://www.doj.nh.gov/consumer/security-breaches/documents/intuit-20170310.pdf,"March 10, 2017","Intuit, Inc., ",New Hampshire
1177,https://www.doj.nh.gov/consumer/security-breaches/documents/intuit-20170221.pdf,"February 21, 2017","Intuit, Inc., ",New Hampshire
1178,https://www.doj.nh.gov/consumer/security-breaches/documents/intuit-20170209.pdf,"February 09, 2017","Intuit, Inc., ",New Hampshire
1179,https://www.doj.nh.gov/consumer/security-breaches/documents/intuit-20170201.pdf,"February 01, 2017","Intuit, Inc., ",New Hampshire
1180,https://www.doj.nh.gov/consumer/security-breaches/documents/intuit-20170126.pdf,"January 26, 2017","Intuit, Inc., ",New Hampshire
1181,https://www.doj.nh.gov/consumer/security-breaches/documents/intuit-20161212.pdf,"December 12, 2016","Intuit, Inc., ",New Hampshire
1182,https://www.doj.nh.gov/consumer/security-breaches/documents/intuit-20161202.pdf,"December 02, 2016","Intuit, Inc., ",New Hampshire
1183,https://www.doj.nh.gov/consumer/security-breaches/documents/intuit-20161104.pdf,"November 04, 2016","Intuit, Inc., ",New Hampshire
1184,https://www.doj.nh.gov/consumer/security-breaches/documents/intuit-20161017.pdf,"October 17, 2016","Intuit, Inc., ",New Hampshire
1185,https://www.doj.nh.gov/consumer/security-breaches/documents/intuit-20160915.pdf,"September 15, 2016","Intuit, Inc., ",New Hampshire
1186,https://www.doj.nh.gov/consumer/security-breaches/documents/intuit-20160711.pdf,"July 11, 2016","Intuit, Inc., ",New Hampshire
1187,https://www.doj.nh.gov/consumer/security-breaches/documents/intuit-20160621.pdf,"June 21, 2016","Intuit, Inc., ",New Hampshire
1188,https://www.doj.nh.gov/consumer/security-breaches/documents/intuit-20160610.pdf,"June 10, 2016","Intuit, Inc., ",New Hampshire
1189,https://www.doj.nh.gov/consumer/security-breaches/documents/intuit-20160526.pdf,"May 26, 2016","Intuit, Inc., ",New Hampshire
1190,https://www.doj.nh.gov/consumer/security-breaches/documents/intuit-20160509.pdf,"May 09, 2016","Intuit, Inc., ",New Hampshire
1191,https://www.doj.nh.gov/consumer/security-breaches/documents/intuit-20160428.pdf,"April 28, 2016","Intuit, Inc., ",New Hampshire
1192,https://www.doj.nh.gov/consumer/security-breaches/documents/intuit-20160413.pdf,"April 13, 2016","Intuit, Inc., ",New Hampshire
1193,https://www.doj.nh.gov/consumer/security-breaches/documents/intuit-20160401.pdf,"April 01, 2016","Intuit, Inc., ",New Hampshire
1194,https://www.doj.nh.gov/consumer/security-breaches/documents/intuit-20160316.pdf,"March 14, 2016","Intuit, Inc., ",New Hampshire
1195,https://www.doj.nh.gov/consumer/security-breaches/documents/intuit-20160302.pdf,"March 02, 2016","Intuit, Inc., ",New Hampshire
1196,https://www.doj.nh.gov/consumer/security-breaches/documents/intuit-20151223.pdf,"December 23, 2015","Intuit, Inc., ",New Hampshire
1197,https://www.doj.nh.gov/consumer/security-breaches/documents/intuit-20150211.pdf,"February 11, 2015","Intuit, Inc., ",New Hampshire
1198,https://www.doj.nh.gov/consumer/security-breaches/documents/intuit-20080905.pdf,"September 05, 2008","Intuit, Inc., ",New Hampshire
1199,https://www.doj.nh.gov/consumer/security-breaches/documents/invacare-20180314.pdf,"March 14, 2018","Invacare Corporation, ",New Hampshire
1200,https://www.doj.nh.gov/consumer/security-breaches/documents/invensense-20160415.pdf,"April 15, 2016","InvenSense, Inc., ",New Hampshire
1201,https://www.doj.nh.gov/consumer/security-breaches/documents/investacorp-20120419.pdf,"April 19, 2012","Investacorp, Inc., ",New Hampshire
1202,https://www.doj.nh.gov/consumer/security-breaches/documents/inventive-health-20160721.pdf,"July 21, 2016","inVentive Health, ",New Hampshire
1203,https://www.doj.nh.gov/consumer/security-breaches/documents/ipromo-20121203.pdf,"December 03, 2012","ipromo.com, ",New Hampshire
1204,https://www.doj.nh.gov/consumer/security-breaches/documents/iremedy-20180709.pdf,"July 09, 2018","iRemedy Healthcare Companies, Inc., The, ",New Hampshire
1205,https://www.doj.nh.gov/consumer/security-breaches/documents/iron-horse-20130425.pdf,"April 25, 2013","Iron Horse Bicycle Classic, ",New Hampshire
1206,https://www.doj.nh.gov/consumer/security-breaches/documents/irvine-scientific-20121218.pdf,"December 18, 2012","Irvine Scientific, ",New Hampshire
1207,https://www.doj.nh.gov/consumer/security-breaches/documents/island-hotel-20161121.pdf,"November 21, 2016","Island Hotel Company Limited, ",New Hampshire
1208,https://www.doj.nh.gov/consumer/security-breaches/documents/iss--solutions-20180306.pdf,"March 06, 2018","ISS Solutions, ",New Hampshire
1209,https://www.doj.nh.gov/consumer/security-breaches/documents/ita-group-20170511.pdf,"May 11, 2017","ITA Group, Inc., ",New Hampshire
1210,https://www.doj.nh.gov/consumer/security-breaches/documents/ithaca-college-20180613.pdf,"June 13, 2018","Ithaca College, ",New Hampshire
1211,https://www.doj.nh.gov/consumer/security-breaches/documents/itw-food-equipment-20070810.pdf,"August 10, 2007","ITW Food Equipment Group, ",New Hampshire
1212,https://www.doj.nh.gov/consumer/security-breaches/documents/ives-sultan-20170508.pdf,"May 08, 2017","Ives & Sultan LLP, ",New Hampshire
1213,https://www.doj.nh.gov/consumer/security-breaches/documents/jackson-natinal-20110525.pdf,"May 25, 2011","Jackson National Life Insurance Company, ",New Hampshire
1214,https://www.doj.nh.gov/consumer/security-breaches/documents/jackson-therapy-20111219.pdf,December 19 2011,"Jackson Therapy Partners, ",New Hampshire
1215,https://www.doj.nh.gov/consumer/security-breaches/documents/jam-paper-20171201.pdf,December 012017,"JAM Paper & Envelope, ",New Hampshire
1216,https://www.doj.nh.gov/consumer/security-breaches/documents/james-rinaldi-20171229.pdf,December 292017,"James P. Rinaldi, CPA, ",New Hampshire
1217,https://www.doj.nh.gov/consumer/security-breaches/documents/japan-foundation-20101021.pdf,"October 21, 2010","Japan Foundation, Los Angeles, ",New Hampshire
1218,https://www.doj.nh.gov/consumer/security-breaches/documents/jarrett-20180524.pdf,"May 24, 2018","Jarrett & Luitjens, PLC, ",New Hampshire
1219,https://www.doj.nh.gov/consumer/security-breaches/documents/jcm-partners-20140425.pdf,"April 25, 2014","JCM Partners, LLC, ",New Hampshire
1220,https://www.doj.nh.gov/consumer/security-breaches/documents/jc-penney-20180327.pdf,"March 27, 2018","JC Penney Corporation, Inc., ",New Hampshire
1221,https://www.doj.nh.gov/consumer/security-breaches/documents/jeanne-darc-20111130.pdf,"November 30, 2011","Jeanne D'Arc Credit Union, ",New Hampshire
1222,https://www.doj.nh.gov/consumer/security-breaches/documents/je-sandifer-20180802.pdf,"August 02, 2018","J.E. Sandifer Financial Consultants, Inc., ",New Hampshire
1223,https://www.doj.nh.gov/consumer/security-breaches/documents/jennifer-miller-20181113.pdf,"November 13, 2018","Jennifer Miller Ltd.,  ",New Hampshire
1224,https://www.doj.nh.gov/consumer/security-breaches/documents/jetblue-20110627.pdf,"June 27, 2011","JetBlue, ",New Hampshire
1225,https://www.doj.nh.gov/consumer/security-breaches/documents/jetro-20111123.pdf,"November 23, 2011","Jetro/Restaurant Depot, ",New Hampshire
1226,https://www.doj.nh.gov/consumer/security-breaches/documents/jewelry-20170607.pdf,"June 07, 2017","Jewelry.com, ",New Hampshire
1227,https://www.doj.nh.gov/consumer/security-breaches/documents/jewish-federation-20181029.pdf,"October 29, 2018","Jewish Federation of Cincinnati, ",New Hampshire
1228,https://www.doj.nh.gov/consumer/security-breaches/documents/jewish-federation-20180709.pdf,"July 09, 2018","Jewish Federation of Cincinnati, ",New Hampshire
1229,https://www.doj.nh.gov/consumer/security-breaches/documents/jfynetworks-20090612.pdf,"June 12, 2009","JFYNetworks, ",New Hampshire
1230,https://www.doj.nh.gov/consumer/security-breaches/documents/jiffy-lube-20140707.pdf,"July 07, 2014","Jiffy Lube, ",New Hampshire
1231,https://www.doj.nh.gov/consumer/security-breaches/documents/jimmy-johns-20140924.pdf,"September 24, 2014","Jimmy John's Franchises LLC, ",New Hampshire
1232,https://www.doj.nh.gov/consumer/security-breaches/documents/j-lohr-vineyards-20080219.pdf,"February 19, 2008","J. Lohr Vineyards, ",New Hampshire
1233,https://www.doj.nh.gov/consumer/security-breaches/documents/jm-smucker-20140227.pdf,"February 27, 2014","J.M. Smucker Company, ",New Hampshire
1234,https://www.doj.nh.gov/consumer/security-breaches/documents/jm-smucker-20100429.pdf,"April 29, 2010","J.M. Smucker Company, ",New Hampshire
1235,https://www.doj.nh.gov/consumer/security-breaches/documents/jn-phillips-20170317.pdf,"March 17, 2017","JN Phillips Company, Inc., ",New Hampshire
1236,https://www.doj.nh.gov/consumer/security-breaches/documents/jofit-20170222.pdf,"February 22, 2017","JoFit, ",New Hampshire
1237,https://www.doj.nh.gov/consumer/security-breaches/documents/johnny-appleseed-20190109.pdf,"January 9, 2019","Johnny Appleseed's Inc., ",New Hampshire
1238,https://www.doj.nh.gov/consumer/security-breaches/documents/john-y-trent-20180404.pdf,"April 04, 2018","John Y. Trent & Associates, LLC, ",New Hampshire
1239,https://www.doj.nh.gov/consumer/security-breaches/documents/johns-hopkins-20070207.pdf,"February 07, 2007","Johns Hopkins, ",New Hampshire
1240,https://www.doj.nh.gov/consumer/security-breaches/documents/johns-hopkins-university-20140422.pdf,"April 22, 2014","Johns Hopkins University, ",New Hampshire
1241,https://www.doj.nh.gov/consumer/security-breaches/documents/johns-hopkins-university-20100318.pdf,"March 18, 2010","Johns Hopkins University, ",New Hampshire
1242,https://www.doj.nh.gov/consumer/security-breaches/documents/johnson-and-johnson-20070709.pdf,"July 09, 2007","Johnson & Johnson, ",New Hampshire
1243,https://www.doj.nh.gov/consumer/security-breaches/documents/johnson-hearn-vinegar-gee-20170414.pdf,"April 14, 2017","Johnson, Hearn, Vinegar & Gee, ",New Hampshire
1244,https://www.doj.nh.gov/consumer/security-breaches/documents/johnson-lauder-savidge-20181121.pdf,"November 21, 2018","Johnson, Lauder & Savidge, LLP, ",New Hampshire
1245,https://www.doj.nh.gov/consumer/security-breaches/documents/joseph-beth-20170224.pdf,"February 24, 2017","Joseph-Beth Enterprises LLC, ",New Hampshire
1246,https://www.doj.nh.gov/consumer/security-breaches/documents/j-polep-distribution-20160817.pdf,"August 17, 2016","J. Polep Distribution Services, ",New Hampshire
1247,https://www.doj.nh.gov/consumer/security-breaches/documents/j-press-online-20110119.pdf,"January 19, 2011","J. Press Online, ",New Hampshire
1248,https://www.doj.nh.gov/consumer/security-breaches/documents/jrk-hotel-20171115.pdf,"November 15, 2017","JRK Hotel Group, ",New Hampshire
1249,https://www.doj.nh.gov/consumer/security-breaches/documents/julep-beauty-20181113.pdf,"November 13, 2018","Julep Beauty, Inc., ",New Hampshire
1250,https://www.doj.nh.gov/consumer/security-breaches/documents/julep-beauty-20161209.pdf,"December 9, 2016","Julep Beauty, Inc., ",New Hampshire
1251,https://www.doj.nh.gov/consumer/security-breaches/documents/juliska-20170803.pdf,"August 03, 2017","Juliska, ",New Hampshire
1252,https://www.doj.nh.gov/consumer/security-breaches/documents/kalamazoo-college-20160511.pdf,"May 11, 2016","Kalamazoo College, ",New Hampshire
1253,https://www.doj.nh.gov/consumer/security-breaches/documents/kana-20080725.pdf,"July 25, 2008","Kana, ",New Hampshire
1254,https://www.doj.nh.gov/consumer/security-breaches/documents/kantar-20160321.pdf,"March 21, 2016","Kantar Group, ",New Hampshire
1255,https://www.doj.nh.gov/consumer/security-breaches/documents/kaplan-university-20150211.pdf,"February 11, 2015","Kaplan University, ",New Hampshire
1256,https://www.doj.nh.gov/consumer/security-breaches/documents/karp-ackerman-skabowski-hogan-20170627.pdf,"June 27, 2017","Karp, Ackerman, Skabowski & Hogan, CPAs PC, ",New Hampshire
1257,https://www.doj.nh.gov/consumer/security-breaches/documents/katherman-kitts-20160405.pdf,"April 05, 2016","Katherman Kitts & Co., LLP, ",New Hampshire
1258,https://www.doj.nh.gov/consumer/security-breaches/documents/kats-sapper-miller-20190208.pdf,"February 08, 2019","Katz, Sapper & Miller,  ",New Hampshire
1259,https://www.doj.nh.gov/consumer/security-breaches/documents/kayser-roth-20101104.pdf,"November 04, 2010","Kayser-Roth Corporation, ",New Hampshire
1260,https://www.doj.nh.gov/consumer/security-breaches/documents/kayser-roth-20171005.pdf,"October 09, 2017","Kayser-Roth, Inc., ",New Hampshire
1261,https://www.doj.nh.gov/consumer/security-breaches/documents/kayser-roth-20170705.pdf,"July 05, 2017","Kayser-Roth, Inc., ",New Hampshire
1262,https://www.doj.nh.gov/consumer/security-breaches/documents/kbe-building-20170804.pdf,"August 04, 2017","KBE Building Corporation, ",New Hampshire
1263,https://www.doj.nh.gov/consumer/security-breaches/documents/kbr-20110121.pdf,"January 21, 2011","KBR, Inc., ",New Hampshire
1264,https://www.doj.nh.gov/consumer/security-breaches/documents/kci-usa-20101221.pdf,"December 21, 2010","KCI USA, Inc., ",New Hampshire
1265,https://www.doj.nh.gov/consumer/security-breaches/documents/keene-police-20161123.pdf,"November 23, 2016","Keene Police Department, ",New Hampshire
1266,https://www.doj.nh.gov/consumer/security-breaches/documents/kele-20190122.pdf,"January 22, 2019","Kele Inc.,   ",New Hampshire
1267,https://www.doj.nh.gov/consumer/security-breaches/documents/keller-williams-20170719.pdf,"July 19, 2017","Keller Williams Realty Inc., ",New Hampshire
1268,https://www.doj.nh.gov/consumer/security-breaches/documents/kelly-sevices-20120309.pdf,"March 09, 2012","Kelly Services, ",New Hampshire
1269,https://www.doj.nh.gov/consumer/security-breaches/documents/kenerson-20140218.pdf,"February 18, 2014","Kenerson Associates, Inc., ",New Hampshire
1270,https://www.doj.nh.gov/consumer/security-breaches/documents/keralink-20170425.pdf,"April 25, 2017","KeraLink International, ",New Hampshire
1271,https://www.doj.nh.gov/consumer/security-breaches/documents/kestra-investment-20181221.pdf,"December 21, 2018","Kestra Investment Services, LLC, ",New Hampshire
1272,https://www.doj.nh.gov/consumer/security-breaches/documents/kettle-cuisine-20170207.pdf,"February 07, 2017","Kettle Cuisine, ",New Hampshire
1273,https://www.doj.nh.gov/consumer/security-breaches/documents/kga-20160801.pdf,"August 01, 2016","KGA, Inc., ",New Hampshire
1274,https://www.doj.nh.gov/consumer/security-breaches/documents/kim-crafts-20071103.pdf,"November 03, 2007","KimCrafts, ",New Hampshire
1275,https://www.doj.nh.gov/consumer/security-breaches/documents/kimpton-hotels-20160916.pdf,"September 16, 2016","Kimpton Hotels & Restaurants, ",New Hampshire
1276,https://www.doj.nh.gov/consumer/security-breaches/documents/kimpton-hotels-20160831.pdf,"August 31, 2016","Kimpton Hotels & Restaurants, ",New Hampshire
1277,https://www.doj.nh.gov/consumer/security-breaches/documents/kinetics-systems-20180207.pdf,"February 07, 2018","Kinetics Systems, Inc., ",New Hampshire
1278,https://www.doj.nh.gov/consumer/security-breaches/documents/kinectic-concepts-20100914.pdf,"September 14, 2010","Kinectic Concepts, Inc., ",New Hampshire
1279,https://www.doj.nh.gov/consumer/security-breaches/documents/king-mcnamara-.pdf,"February 01, 2017","King McNamara Moriarty, ",New Hampshire
1280,https://www.doj.nh.gov/consumer/security-breaches/documents/king-of-prussia-20160908.pdf,"September 08, 2016","King of Prussia Dental Association, ",New Hampshire
1281,https://www.doj.nh.gov/consumer/security-breaches/documents/kingston-technology-20070709.pdf,"July 09, 2007","Kingston Technology Company Inc., ",New Hampshire
1282,https://www.doj.nh.gov/consumer/security-breaches/documents/kleiner-perkins-caufield-byers-20140813.pdf,"August 13, 2014","Kleiner Perkins Caufield & Byers, ",New Hampshire
1283,https://www.doj.nh.gov/consumer/security-breaches/documents/klx-20180124.pdf,"January 24, 2018","KLX, Inc., ",New Hampshire
1284,https://www.doj.nh.gov/consumer/security-breaches/documents/koman-20170421.pdf,"April 21, 2017","Koman Government Solutions, LLC, ",New Hampshire
1285,https://www.doj.nh.gov/consumer/security-breaches/documents/komar-sons-20170126.pdf,"January 26, 2017","Komar & Sons, Inc., Charles, ",New Hampshire
1286,https://www.doj.nh.gov/consumer/security-breaches/documents/kontrolfreek-20160630.pdf,"June 30, 2016","KontrolFreek, LLC, ",New Hampshire
1287,https://www.doj.nh.gov/consumer/security-breaches/documents/korn-ferry-20121011.pdf,"October 11, 2012","Korn/Ferry International, ",New Hampshire
1288,https://www.doj.nh.gov/consumer/security-breaches/documents/kraft-foods-20080228.pdf,"February 28, 2008","Kraft Foods, ",New Hampshire
1289,https://www.doj.nh.gov/consumer/security-breaches/documents/kraft-foods-20070905.pdf,"September 05, 2007","Kraft Foods, ",New Hampshire
1290,https://www.doj.nh.gov/consumer/security-breaches/documents/kraft-music-20150303.pdf,"March 03, 2015","Kraft Music LTD, ",New Hampshire
1291,https://www.doj.nh.gov/consumer/security-breaches/documents/kraus-associates-20180126.pdf,"January 26, 2018","Kraus Associates, Inc. dba AK Associates, ",New Hampshire
1292,https://www.doj.nh.gov/consumer/security-breaches/documents/krishnan-ravi-20160226.pdf,"February 26, 2016","Krishnan, Dr. Ravi, (the Eye Institute), ",New Hampshire
1293,https://www.doj.nh.gov/consumer/security-breaches/documents/kroger-20160525.pdf,"May 25, 2016","Kroger Co., The, ",New Hampshire
1294,https://www.doj.nh.gov/consumer/security-breaches/documents/kroll-background-20131120.pdf,"November 20, 2013","Kroll Background America, Inc., ",New Hampshire
1295,https://www.doj.nh.gov/consumer/security-breaches/documents/kroll-background-20131126.pdf,"November 26, 2013","Kroll Background Screening Services, ",New Hampshire
1296,https://www.doj.nh.gov/consumer/security-breaches/documents/ksi-trading-20150220.pdf,"February 20, 2015","KSI Trading Corporation, ",New Hampshire
1297,https://www.doj.nh.gov/consumer/security-breaches/documents/ksm-business-20090924.pdf,"September 04, 2009","KSM Business Services Inc., ",New Hampshire
1298,https://www.doj.nh.gov/consumer/security-breaches/documents/ktm-north-america-20131227.pdf,"December 27, 2013","KTM North America, Inc., ",New Hampshire
1299,https://www.doj.nh.gov/consumer/security-breaches/documents/kuru-20170515.pdf,"May 15, 2017","KURU Footwear, ",New Hampshire
1300,https://www.doj.nh.gov/consumer/security-breaches/documents/kyocera-document-solutions-20180910.pdf,"September 10, 2018","KYOCERA Document Solutions, New England, Inc. (""KDA-NE""), ",New Hampshire
1301,https://www.doj.nh.gov/consumer/security-breaches/documents/l-3-communications-20120515.pdf,"May 15, 2012","L-3 Communications Corporation, ",New Hampshire
1302,https://www.doj.nh.gov/consumer/security-breaches/documents/labelmaster-20121017.pdf,"October 17, 2012","LabelMaster, ",New Hampshire
1303,https://www.doj.nh.gov/consumer/security-breaches/documents/lacie-usa-20140411.pdf,"April 11, 2014","LaCie USA, ",New Hampshire
1304,https://www.doj.nh.gov/consumer/security-breaches/documents/lafarge-west-20140107.pdf,"January 07, 2014","Lafarge West Inc., ",New Hampshire
1305,https://www.doj.nh.gov/consumer/security-breaches/documents/lahey-clinic-20120829.pdf,"August 29, 2012","Lahey Clinic, ",New Hampshire
1306,https://www.doj.nh.gov/consumer/security-breaches/documents/la-fashion-20180823.pdf,"August 	23, 2018","LA Fashion, ",New Hampshire
1307,https://www.doj.nh.gov/consumer/security-breaches/documents/la-jolla-group-20141231.pdf,"December 31, 2014","La Jolla Group, LLC, ",New Hampshire
1308,https://www.doj.nh.gov/consumer/security-breaches/documents/lake-champlain-chocolates-20171005.pdf,"October 05, 2017","Lake Champlain Chocolates, ",New Hampshire
1309,https://www.doj.nh.gov/consumer/security-breaches/documents/lake-erie-college-osteopathic-medicine-20140513.pdf,"May 13, 2014","Lake Erie College of Osteopathic Medicine (LECOM), ",New Hampshire
1310,https://www.doj.nh.gov/consumer/security-breaches/documents/lakes-region-scholarship-20160304.pdf,"March 04, 2016","Lakes Region Scholarship Foundation of Gilford, NH, ",New Hampshire
1311,https://www.doj.nh.gov/consumer/security-breaches/documents/lam-research-20100402.pdf,"April 02, 2010","Lam Research Corporation, ",New Hampshire
1312,https://www.doj.nh.gov/consumer/security-breaches/documents/landstar-system-20160321.pdf,"March 21, 2016","Landstar System, Inc., ",New Hampshire
1313,https://www.doj.nh.gov/consumer/security-breaches/documents/land-title-20170207.pdf,"February 07, 2017","Land Title Guarantee Company, ",New Hampshire
1314,https://www.doj.nh.gov/consumer/security-breaches/documents/language-service-associates-20170327.pdf,"March 27, 2017","Language Services Associates, Inc., ",New Hampshire
1315,https://www.doj.nh.gov/consumer/security-breaches/documents/lanyon-solutions-20160318.pdf,"March 18, 2016","Lanyon Solutions, Inc., ",New Hampshire
1316,https://www.doj.nh.gov/consumer/security-breaches/documents/laporte-20180507.pdf,"May 07, 2018","LaPorte & Associates, ",New Hampshire
1317,https://www.doj.nh.gov/consumer/security-breaches/documents/lasell-college-20080311.pdf,"March 11, 2008","Lasell College, ",New Hampshire
1318,https://www.doj.nh.gov/consumer/security-breaches/documents/lasko-group-20140730.pdf,"July 30, 2014","Lasko Group, Inc., ",New Hampshire
1319,https://www.doj.nh.gov/consumer/security-breaches/documents/laufer-20180227.pdf,"February 27, 2018","Laufer Group International, ",New Hampshire
1320,https://www.doj.nh.gov/consumer/security-breaches/documents/lawrence-melrose-medical-20130312.pdf,"March 12, 2013","Lawrence Melrose Medical Electronic Record, Inc., ",New Hampshire
1321,https://www.doj.nh.gov/consumer/security-breaches/documents/laz-karp-associates-20160317.pdf,"March 17, 2016","LAZ Karp Associates, LLC, ",New Hampshire
1322,https://www.doj.nh.gov/consumer/security-breaches/documents/lc-industries20150617.pdf,"June 17, 2015","LC Industries, Inc., ",New Hampshire
1323,https://www.doj.nh.gov/consumer/security-breaches/documents/leader-bank-20170607.pdf,"June 06, 2017","Leader Bank, NA, ",New Hampshire
1324,https://www.doj.nh.gov/consumer/security-breaches/documents/leaffilter-north-20181005.pdf,"October 05, 2018","LeafFilter North LLC (""LeafFilter""), ",New Hampshire
1325,https://www.doj.nh.gov/consumer/security-breaches/documents/legal-sea-foods-20140627.pdf,"June 27, 2014","Legal Sea Foods, LLC, ",New Hampshire
1326,https://www.doj.nh.gov/consumer/security-breaches/documents/lehigh-hanson-20081208.pdf,"December 08, 2008","Lehigh Hanson, ",New Hampshire
